feature_set,model,target,task,split_strategy,n_train_rows,n_test_rows,n_train_students,n_test_students,metric_accuracy,metric_precision,metric_recall,metric_f1,metric_roc_auc,split_metadata_json,metric_mae,metric_rmse,metric_r2
B_lms_plus_indices_oulad,linear_regression,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",10.154373819025224,14.318041750026058,0.8150754222212985
B_lms_plus_indices_oulad,random_forest,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",8.073571735311345,13.664402039298029,0.8315741879559935
B_lms_plus_indices_oulad,gradient_boosting,final_weighted_score,regression,student_group,50890,16940,1454,484,,,,,,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",7.901069812853159,12.667911847579097,0.8552437072885962
B_lms_plus_indices_oulad,logistic_regression,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8991046831955923,0.8731893265565438,0.90041928721174,0.8865952780286415,0.9687855935962786,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_indices_oulad,random_forest,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.871900826446281,0.9255989911727617,0.7693920335429769,0.8402976531196337,0.9596399126998808,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_indices_oulad,gradient_boosting,passed_observed,classification,temporal_forward,24718,8712,1454,484,0.8745408631772268,0.9177661859466094,0.7838050314465409,0.8455123674911661,0.9659216472009838,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",,,
B_lms_plus_indices_oulad,linear_regression,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",9.216650617647652,12.234060902592613,0.8649891525886378
B_lms_plus_indices_oulad,random_forest,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",9.190472499423542,13.146974063002657,0.8440881950894619
B_lms_plus_indices_oulad,gradient_boosting,final_weighted_score,regression,temporal_forward,24718,8712,1454,484,,,,,,"{""held_out_students"": 484, ""student_seed"": 42, ""student_test_size"": 0.25, ""test_rows"": 8712, ""train_rows"": 24718, ""train_weeks"": 20}",6.168165394282828,9.342805170353367,0.9212624364801134
C_twin_oulad,logistic_regression,passed_observed,classification,student_group,50890,16940,1454,484,0.8707792207792208,0.8301982072970584,0.8862533692722372,0.8573104751971841,0.9519650077011937,"{""row_counts"": {""test"": 16940, ""train"": 50890, ""validation"": 0}, ""seed"": 42, ""student_counts"": {""test"": 484, ""train"": 1454, ""validation"": 0}}",,,
